,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
3337,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],2,2,Third-Person Present Tense Verb,if anyone has any questions on the above please let me know .,If anyone has any questions on the above please let me know .
3359,for,for,SCONJ,,,,,,,0,['for'],[2005],8,8,Causal-Final Case,please let me know if you would like for me to conference you in .,Please let me know if you would like for me to conference you in .
3374,changes,change,NOUN,,Plur,,,,,1,['changes'],[3431],24,24,Plural Noun,joseph man ##og ##ue at tiger called me last night to say he had finally reviewed the draft is ##da doc with all agreed changes put in and lined from original .,Joseph Manogue at Tiger called me last night to say he had finally reviewed the draft ISDA doc with all agreed changes put in and lined from original .
3403,for,for,ADP,,,,,,,0,['for'],[2005],1,1,Causal-Final Case,"as for me , well , i lead the simple life , own a little house in west university , own a little car ( i had to buy a new one recently - the 14 - year old 380 se started scar ##ing me a bit ) , you know , the usual .","As for me , well , I lead the simple life , own a little house in West University , own a little car ( I had to buy a new one recently - the 14 - year old 380 SE started scaring me a bit ) , you know , the usual ."
3457,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,"as always , thank you for your time and please contact me @ ex ##t 58 ##36 ##9 if you have any questions .","As always , thank you for your time and please contact me @ ext 58369 if you have any questions ."
3478,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],2,2,Third-Person Present Tense Verb,"if anyone has any questions or concerns about the timing of these payments , please give me a call .","If anyone has any questions or concerns about the timing of these payments , please give me a call ."
3498,comments,comment,NOUN,,Plur,,,,,1,['comments'],[7928],4,4,Plural Noun,"if you have any comments , please let me know .","If you have any comments , please let me know ."
3509,parts,part,NOUN,,Plur,,,,,1,['parts'],[3033],13,13,Plural Noun,"if you think that may 1 may be difficult due to receiving the parts / materials on a timely basis because of the issues that vendors may have with us because of recent en ##ron events , please let me know .","If you think that May 1 may be difficult due to receiving the parts / materials on a timely basis because of the issues that vendors may have with us because of recent Enron events , please let me know ."
3581,'s,us,PRON,,,,,,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,"please call me , let ' s discuss .","Please call me , let 's discuss ."
3598,questions,question,NOUN,,Plur,,,,,1,['questions'],[3980],11,11,Plural Noun,please call me at x ##36 ##70 ##9 if there are questions,Please call me at x36709 if there are questions
3607,questions,question,NOUN,,Plur,,,,,1,['questions'],[3980],3,3,Plural Noun,"if you have questions or issues , please let me know .","If you have questions or issues , please let me know ."
3660,represents,represent,VERB,,Sing,3,Pres,,,1,['represents'],[5836],23,23,Third-Person Present Tense Verb,"jan sm ##ut ##ney - jones , who was the iso board chairman at the time and executive director of a group that represents power generators , said winter did not consult him about eliminating the price cap .","Jan Smutney - Jones , who was the ISO board chairman at the time and executive director of a group that represents power generators , said Winter did not consult him about eliminating the price cap ."
3697,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",8,9,Genitive Case,we should res ##ur ##re ##ct mike smith ' s note and get him on the call in the attempt to avoid rec ##rea ##ting the wheel on this one .,We should resurrect Mike Smith 's note and get him on the call in the attempt to avoid recreating the wheel on this one .
3722,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",34,35,Genitive Case,"if you got the chance today , i should be really grateful if one of you could give me a call to discuss this issue ; i think we should set out d ##pc ' s position clearly on this in correspondence without too much delay .","If you got the chance today , I should be really grateful if one of you could give me a call to discuss this issue ; I think we should set out DPC 's position clearly on this in correspondence without too much delay ."
3767,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",6,7,Genitive Case,"also , remind me of patterson ' s email , so i can hara ##ss him directly .","Also , remind me of Patterson 's email , so I can harass him directly ."
3783,affects,affect,VERB,,Sing,3,Pres,,,1,['affects'],[13531],7,7,Third-Person Present Tense Verb,"remember that what you do to yourself affects me and everybody else , remember that what you do to me and anyone else shapes your destiny .","Remember that what you do to yourself affects me and everybody else , remember that what you do to me and anyone else shapes your destiny ."
3810,computers,computer,NOUN,,Plur,,,,,1,['computers'],[7588],26,26,Plural Noun,"andreas be ##cht ##ols ##heim built a micro ##com ##put ##er ; vin ##od k ##hos ##la recruited him and scott mc ##nea ##ly to manufacture computers based on it , and bill joy to develop a unix - based os for the computer .","Andreas Bechtolsheim built a microcomputer ; Vinod Khosla recruited him and Scott McNealy to manufacture computers based on it , and Bill Joy to develop a UNIX - based OS for the computer ."
3844,guilds,guild,NOUN,,Plur,,,,,1,"['guild', '##s']","[9054, 2015]",7,8,Plural Noun,it was formed to allow many different guild ##s who were all strictly honorable to come together as a family and allow them many people to game with .,It was formed to allow many different guilds who were all strictly honorable to come together as a family and allow them many people to game with .
3872,for,for,ADP,,,,,,,0,['for'],[2005],4,4,Causal-Final Case,"my family is calling for your urgent assistance in funding the removal of the president of the republic of iraq and acquiring the petroleum assets of his country , as compensation for the costs of removing him from power .","My family is calling for your urgent assistance in funding the removal of the President of the Republic of Iraq and acquiring the petroleum assets of his country , as compensation for the costs of removing him from power ."
3912,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,louisiana ' s governor blanco urged residents to spend wednesday in prayer and assured them the crisis would eventually be overcome .,Louisiana 's Governor Blanco urged residents to spend Wednesday in prayer and assured them the crisis would eventually be overcome .
3933,votes,vote,NOUN,,Plur,,,,,1,['votes'],[4494],10,10,Plural Noun,"what we are trying to do is sol ##ici ##t votes for the band , in order to put them in first place .","What we are trying to do is solicit votes for the band , in order to put them in first place ."
3955,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",3,4,Genitive Case,""" if china ' s economy fa ##lter ##s , which , in my view , appears increasingly likely , then commodity prices will plum ##met , and with them , the value of the assets that produce them , "" jason kind ##op ##p , eu ##rasia ' s lead china analyst , said .",""" If China 's economy falters , which , in my view , appears increasingly likely , then commodity prices will plummet , and with them , the value of the assets that produce them , "" Jason Kindopp , Eurasia 's lead China analyst , said ."
4003,hands,hand,NOUN,,Plur,,,,,1,['hands'],[2398],13,13,Plural Noun,"now feel yourself returning to where you sit . . . move your hands and feet a little , stretch them .","Now feel yourself returning to where you sit ... move your hands and feet a little , stretch them ."
4023,people,people,NOUN,,Plur,,,,,0,['people'],[2111],15,15,Plural Noun,"we insist that no one , especially the state , is allowed to coe ##rce people into marriage or bar two consent ##ing adults , whether of the same or differing gender ##s , from forming the family unit that lets them be more fully loving , thus more fully human .","We insist that no one , especially the state , is allowed to coerce people into marriage or bar two consenting adults , whether of the same or differing genders , from forming the family unit that lets them be more fully loving , thus more fully human ."
4170,judges,judge,NOUN,,Plur,,,,,1,['judges'],[6794],2,2,Plural Noun,his fellow judges love him .,His fellow judges love him .
4176,loves,love,VERB,,Sing,3,Pres,,,1,['loves'],[7459],2,2,Third-Person Present Tense Verb,his family loves him .,His family loves him .
4181,loves,love,VERB,,Sing,3,Pres,,,1,['loves'],[7459],2,2,Third-Person Present Tense Verb,president bush loves him .,President Bush loves him .
4186,people,people,NOUN,,Plur,,,,,0,['people'],[2111],2,2,Plural Noun,"but other people do like the way they think he will vote , and the ones who favor him seem to out ##num ##ber the ones who oppose him .","But other people do like the way they think he will vote , and the ones who favor him seem to outnumber the ones who oppose him ."
4242,looks,look,VERB,,Sing,3,Pres,,,1,['looks'],[3504],33,33,Third-Person Present Tense Verb,"so now the senate is getting ready to vote soon , on whether to approve him or not ; and at this moment ( evening of jan . 27 , 2006 ) it looks like he has more than the fifty - one votes needed for approval .","So now the Senate is getting ready to vote soon , on whether to approve him or not ; and at this moment ( evening of Jan. 27 , 2006 ) it looks like he has more than the fifty - one votes needed for approval ."
4289,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],19,19,Third-Person Present Tense Verb,"that is what is about to happen with judge samuel ali ##to , in my opinion , because he has one tragic flaw - a very serious blind spot in his thinking - which makes him completely unacceptable for the position of supreme court justice : he does not really agree with the system of "" checks and balance ##s "" built into the constitution , and he is ready to start tearing it down in order to follow the "" unitary executive theory , "" which calls for vastly - increased presidential power at the expense of congress and the supreme court .","That is what is about to happen with Judge Samuel Alito , in my opinion , because he has one tragic flaw - a very serious blind spot in his thinking - which makes him completely unacceptable for the position of Supreme Court Justice : He does not really agree with the system of "" Checks and Balances "" built into the Constitution , and he is ready to start tearing it down in order to follow the "" Unitary Executive Theory , "" which calls for vastly - increased Presidential Power at the expense of Congress and the Supreme Court ."
4493,needs,need,VERB,,Sing,3,Pres,,,1,['needs'],[3791],14,14,Third-Person Present Tense Verb,"if you want to help , please send them to everyone you know who needs to read them .","If you want to help , please send them to everyone you know who needs to read them ."
4531,losers,loser,NOUN,,Plur,,,,,1,['losers'],[23160],18,18,Plural Noun,"recently , i read an email that reported the horrific nightmare ci ##vet cats go through by sick losers who put them in sheds and heat the inside of the sheds up to 110 degrees with fires , so that they can periodically scrape the sweat off of their gen ##ital ##s and sell it to corrupt corporations who use it to pro ##long the scent of perfume ##s .","Recently , I read an email that reported the horrific nightmare Civet Cats go through by sick losers who put them in sheds and heat the inside of the sheds up to 110 degrees with fires , so that they can periodically scrape the sweat off of their genitals and sell it to corrupt corporations who use it to prolong the scent of perfumes ."
4596,wants,want,VERB,,Sing,3,Pres,,,1,['wants'],[4122],4,4,Third-Person Present Tense Verb,"again , if anyone wants to read rachel ##s ' entire article , let me know .","Again , if anyone wants to read Rachels ' entire article , let me know ."
4612,works,work,VERB,,Sing,3,Pres,,,1,['works'],[2573],6,6,Third-Person Present Tense Verb,"let me tell you how this works and most important , why it works . . . . . . . . . .","Let me tell you how this works and most important , why it works .........."
4627,envelopes,envelope,NOUN,,Plur,,,,,1,"['envelope', '##s']","[11255, 2015]",10,11,Plural Noun,"next , place one paper in each of the six envelope ##s and seal them .","Next , place one paper in each of the six envelopes and seal them ."
4642,cattle,cattle,NOUN,,Plur,,,,,0,['cattle'],[7125],3,3,Plural Noun,"western sheep and cattle ranch ##ers , on whose behalf this ex ##ter ##mina ##tion campaign was conducted , grateful ##ly dust ##ed their hands of the wolf and wrote him off as a job well done .","Western sheep and cattle ranchers , on whose behalf this extermination campaign was conducted , gratefully dusted their hands of the wolf and wrote him off as a job well done ."
4674,1960s,1960,NOUN,,Plur,,,,,1,['1960s'],[4120],2,2,Plural Noun,"in the 1960s , a group shooting a movie in the wyoming park reportedly imported some captive wolves , then released them when their shooting was done .","In the 1960s , a group shooting a movie in the Wyoming park reportedly imported some captive wolves , then released them when their shooting was done ."
4702,into,into,ADP,,,,,,,0,['into'],[2046],17,17,Translative Case,"rumor also had it some renegade biologist brought a cage ##d pair to yellowstone and released them into the wild sometime in the 1970s , hoping to rees ##ta ##bl ##ish a breeding population .","Rumor also had it some renegade biologist brought a caged pair to Yellowstone and released them into the wild sometime in the 1970s , hoping to reestablish a breeding population ."
4733,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",16,17,Genitive Case,"how they murdered him i do not know , save that it was mu ##rill ##o ' s hand who struck him down , for lopez had remained to guard me .","How they murdered him I do not know , save that it was Murillo 's hand who struck him down , for Lopez had remained to guard me ."
4820,bushes,bush,NOUN,,Plur,,,,,2,['bushes'],[14568],10,10,Plural Noun,i believe he must have waited among the go ##rse bushes through which the path winds and struck him down as he passed .,I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .
4843,attacks,attack,NOUN,,Plur,,,,,1,['attacks'],[4491],52,52,Plural Noun,at first they were of a mind to let him enter the house and to kill him as a detected bu ##rg ##lar ; but they argued that if they were mixed up in an inquiry their own identity would at once be publicly disclosed and they would be open to further attacks .,At first they were of a mind to let him enter the house and to kill him as a detected burglar ; but they argued that if they were mixed up in an inquiry their own identity would at once be publicly disclosed and they would be open to further attacks .
4947,Beatles,beatle,NOUN,,Plur,,,,,1,['beatles'],[11555],5,5,Plural Noun,"from then on , the beatles began to get involved in false religions and to preach them to the world .","From then on , the Beatles began to get involved in false religions and to preach them to the world ."
4968,lyrics,lyric,NOUN,,Plur,,,,,1,['lyrics'],[4581],74,74,Plural Noun,"anti ##christ john lennon wanted to compete with jesus christ , and so he grew a beard and started to make a bog ##us role of christ together with yoko ono at the amsterdam hilton hotel pro ##claiming "" peace "" , being then when he was visited by the canadian journalist who rid ##ic ##uli ##zed and ad ##mon ##ished him wanting to know about what lennon meant when he wrote in the lyrics of "" the ballad of john and yoko "" : "" the way things are going , they ' re going to cr ##uc ##ify me . . . "" , the curse of god upon john lennon carried on with all type of mis ##eries and distress ##es which made lennon give the interview to the "" rolling stone "" magazine ( today condensed in the "" lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to god ) .","Antichrist John Lennon wanted to compete with Jesus Christ , and so he grew a beard and started to make a bogus role of Christ together with Yoko Ono at the Amsterdam Hilton hotel proclaiming "" Peace "" , being then when he was visited by the Canadian journalist who ridiculized and admonished him wanting to know about what Lennon meant when he wrote in the lyrics of "" The ballad of John and Yoko "" : "" the way things are going , they 're going to crucify me ... "" , The CURSE OF GOD upon John Lennon carried on with all type of miseries and distresses which made Lennon give the interview to the "" Rolling Stone "" magazine ( today condensed in the "" Lennon remembers "" book ) where he speaks about how bad thing were going for him blaming "" whatever is up there "" for it ( referring to God ) ."
5445,days,day,NOUN,,Plur,,,,,1,['days'],[2420],2,2,Plural Noun,"the early days were the days of competition between paul and his wife and john and his wife and he knew he had to compete with ugly john for the leadership of the band in front of their wives and having yoko ono made him aware of his lack of vi ##ril ##ity and rep ##ressed homosexuality , he grew the beard that we see in the "" let it be "" film and started to show pictures of naked women in the same film , doing every effort he could to be seen as a man . . . .","The early days were the days of competition between Paul and his wife and John and his wife and he knew he had to compete with ugly John for the leadership of the band in front of their wives and having Yoko Ono made him aware of his lack of virility and repressed homosexuality , he grew the beard that we see in the "" Let it Be "" film and started to show pictures of naked women in the same film , doing every effort he could to be seen as a man ...."
5540,manners,manner,NOUN,,Plur,,,,,1,['manners'],[14632],30,30,Plural Noun,( he already had the trauma ##s that his previous girlfriend jane asher had caused him when she made him aware of his little man ##liness and e ##ffe ##minate manners ) .,( He already had the traumas that his previous girlfriend Jane Asher had caused him when she made him aware of his little manliness and effeminate manners ) .
5569,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],1,1,Third-Person Present Tense Verb,"paul has such a big inferior ##ity complex as a man , due to his e ##ffe ##minate face , body and personality and due to his rep ##ressed homosexuality , that he found himself a handicapped woman with only one leg , so that he could stand out , being very conscious that a full woman would make him feel the superiority of vi ##ril ##e men again , as jane and linda did .","Paul has such a big inferiority complex as a man , due to his effeminate face , body and personality and due to his repressed homosexuality , that he found himself a handicapped woman with only one leg , so that he could stand out , being very conscious that a full woman would make him feel the superiority of virile men again , as Jane and Linda did ."
5639,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",15,16,Genitive Case,the newly married couple living on the corner in front of the entrance of george ' s house ( friar park ) refers to him as an over ##be ##aring person to stay away from .,The newly married couple living on the corner in front of the entrance of George 's house ( Friar Park ) refers to him as an overbearing person to stay away from .
5672,girls,girl,NOUN,,Plur,,,,,1,['girls'],[3057],10,10,Plural Noun,i think just living in a house with so many girls is making him go crazy ?,I think just living in a house with so many girls is making him go crazy ?
5723,feels,feel,VERB,,Sing,3,Pres,,,1,['feels'],[5683],9,9,Third-Person Present Tense Verb,"do n ' t blame him please , he feels lonely and wants to show his attention to all of you to look after you , please forgive and sympathy if he miss something .","Do n't blame him please , he feels lonely and wants to show his attention to all of you to look after you , please forgive and sympathy if he miss something ."
5756,sensors,sensor,NOUN,,Plur,,,,,1,['sensors'],[13907],18,18,Plural Noun,"there should be a pixel mapping function in the menu that will get rid of them , most sensors have a few dead and flipped pixels , some only show up on long exposure ##s .","There should be a Pixel Mapping function in the menu that will get rid of them , most sensors have a few dead and flipped pixels , some only show up on long exposures ."
5791,sheets,sheet,NOUN,,Plur,,,,,1,['sheets'],[8697],22,22,Plural Noun,"i use miracle cloth , they ' re fantastic , just do n ' t use fabric soft ##ener or dry ##er sheets when cleaning them , it ruins their "" grabbing "" ability .","I use Miracle Cloth , they 're fantastic , just do n't use fabric softener or dryer sheets when cleaning them , it ruins their "" grabbing "" ability ."
5821,says,say,VERB,,Sing,3,Pres,,,1,['says'],[2758],6,6,Third-Person Present Tense Verb,edit : i love how she says it ' s not callum but does n ' t deny it ' s me . . . . i think we all know who she ' s talking about . . .,EDIT : I love how she says it 's not callum but does n't deny it 's me .... i think we all know who she 's talking about ...
5851,friends,friend,NOUN,,Plur,,,,,1,['friends'],[2814],3,3,Plural Noun,i have many friends that have laptop ##s bought in the uk that use them here,I have many friends that have laptops bought in the UK that use them here
5866,spikes,spike,NOUN,,Plur,,,,,1,['spikes'],[19547],8,8,Plural Noun,bit of a stupid question but do the spikes / spines ( whatever you call them ) on their side and face area ever go hard .,bit of a stupid question but do the spikes / spines ( whatever you call them ) on their side and face area ever go hard .
5893,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,"problem is , for some reason , the visa process took longer than it should , thus i missed school this semester ( visa was issued to me about 25 days after school started so i could n ' t attend ) , now i no longer want to go into that school ( because they only would accept me again on september of 2012 ) , i found a school that accepted me for may 2012 , can i use the same visa that was issued to me ?","Problem is , for some reason , the visa process took longer than it should , thus I missed school this semester ( visa was issued to me about 25 days after school started so I could n't attend ) , now I no longer want to go into that school ( because they only would accept me again on September of 2012 ) , I found a school that accepted me for may 2012 , can I use the same visa that was issued to me ?"
6069,parents,parent,NOUN,,Plur,,,,,1,['parents'],[3008],1,1,Plural Noun,"my parents do not like me , they constantly reassure me that they will throw me out of home when i turn 18 .","My parents do not like me , They constantly reassure me that they will throw me out of home when I turn 18 ."
6141,stores,store,NOUN,,Plur,,,,,1,['stores'],[5324],2,2,Plural Noun,"many online stores carry them , like ad ##ora ##ma :","Many online stores carry them , like Adorama :"
6150,pets,pet,NOUN,,Plur,,,,,1,['pets'],[18551],18,18,Plural Noun,"if space is minimal , or you are keeping him in there to be kept away from other pets , then i can understand why you would choose to keep him there .","If space is minimal , or you are keeping him in there to be kept away from other pets , then I can understand why you would choose to keep him there ."
6216,'s,be,VERB,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",8,9,Third-Person Present Tense Verb,"i want to take him somewhere where there ' s going to be awesome burger ##s / american food , atmosphere ( prefer ##ably a tavern / pub style would be nice ) , good service , and all around a great time . = )","I want to take him somewhere where there 's going to be awesome burgers / american food , atmosphere ( preferably a tavern / pub style would be nice ) , good service , and all around a great time . =)"
6258,pros,pro,NOUN,,Plur,,,,,1,"['pro', '##s']","[4013, 2015]",4,5,Plural Noun,know that there are pro ##s and con ##s to laser sights before you mount them on your wang .,Know that there are pros and cons to laser sights before you mount them on your wang .
6276,fingers,finger,NOUN,,Plur,,,,,1,['fingers'],[3093],2,2,Plural Noun,remove your fingers from the existing grip and replace them with your new laser grip .,Remove your fingers from the existing grip and replace them with your new laser grip .
6292,for,for,ADP,,,,,,,0,['for'],[2005],5,5,Causal-Final Case,i thought it was dangerous for the baby so i moved him .,I thought it was dangerous for the baby so I moved him .
6305,surroundings,surrounding,NOUN,,Plur,,,,,1,['surroundings'],[11301],8,8,Plural Noun,"once he is more com ##fy with his surroundings , then you can start handling him and getting to know each other more .","Once he is more comfy with his surroundings , then you can start handling him and getting to know each other more ."
6328,means,mean,VERB,,Sing,3,Pres,,,1,['means'],[2965],12,12,Third-Person Present Tense Verb,"the bird must know that when you open the cage door it means that you will put him in the cage , and birds do n ' t usually like cages .","the bird must know that when you open the cage door it means that you will put him in the cage , and birds do n't usually like cages ."
6358,breyers,breyer,NOUN,,Plur,,,,,1,"['br', '##eyer', '##s']","[7987, 20211, 2015]",1,3,Plural Noun,my br ##eyer ##s need stables or barns though . . . . . and i need directions and materials on how to make them .,My breyers need stables or barns though ..... and I need directions and materials on how to make them .
6378,jumps,jump,VERB,,Sing,3,Pres,,,1,['jumps'],[14523],10,10,Third-Person Present Tense Verb,"when i put him off of my bed , he jumps back on and same thing .","When i put him off of my bed , he jumps back on and same thing ."
6395,lots,lot,NOUN,,Plur,,,,,1,['lots'],[7167],0,0,Plural Noun,"lots of them , feather ones work best , also when he bites you in the morning put him down off your bed , to show him that you will not tolerate that , he will get it , he s also probably teeth ##ing , so toys are your best bet","lots of them , feather ones work best , also when he bites you in the morning put him down off your bed , to show him that you will not tolerate that , he will get it , he s also probably teething , so toys are your best bet"
6446,ensures,ensure,VERB,,Sing,3,Pres,,,1,['ensures'],[21312],3,3,Third-Person Present Tense Verb,"this not only ensures the lifeboat ##s are operational and will work if needed , but makes the crew proficient at launching them .","This not only ensures the lifeboats are operational and will work if needed , but makes the crew proficient at launching them ."
6469,for,for,ADP,,,,,,,0,['for'],[2005],1,1,Causal-Final Case,"as for christchurch , yes the after ##sho ##cks are still happening , but these are fairly small - you can feel them , but the do n ' t do any damage .","As for Christchurch , yes the aftershocks are still happening , but these are fairly small - you can feel them , but the do n't do any damage ."
6499,forms,form,NOUN,,Plur,,,,,1,['forms'],[3596],25,25,Plural Noun,"also known as the personal travel allowance , traveller s allowance fee , traveller s assistance fund , traveller s assurance fund and numerous other forms of “ i have to have wo ##dge ##s of your cash or they wo n ’ t let me fly ” .","Also known as the Personal Travel Allowance , Traveller s Allowance Fee , Traveller s Assistance Fund , Traveller s Assurance Fund and numerous other forms of “ I have to have wodges of your cash or they wo n’t let me fly ” ."
6589,eggs,egg,NOUN,,Plur,,,,,1,['eggs'],[6763],15,15,Plural Noun,i have a mature male and female they are together a lot but never laid eggs as far as i know can anyone help me figure out how to make them mate,i have a Mature male and female they are together a lot but never laid eggs as far as i know can anyone help me figure out how to make them mate
6685,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,"he ' s the issue , you are trying to "" make "" them mate .","He 's the issue , you are trying to "" Make "" them mate ."
6715,for,for,ADP,,,,,,,0,['for'],[2005],14,14,Causal-Final Case,"alright , so my dad had been wanting me to check my e mail for a few days but i never got around to it .","Alright , so my dad had been wanting me to check my e mail for a few days but I never got around to it ."
6741,pics,pic,NOUN,,Plur,,,,,1,"['pic', '##s']","[27263, 2015]",4,5,Plural Noun,if you had any pic ##s of your hen ##s i would like to see them to compare them to mine thanks ?,if you had any pics of your hens i would like to see them to compare them to mine thanks ?
6783,pictures,picture,NOUN,,Plur,,,,,1,['pictures'],[4620],1,1,Plural Noun,"the pictures are broadcast at a rate of about 60 hz , which is how fast they need to move for us to see them as a moving , flawless picture .","The pictures are broadcast at a rate of about 60 Hz , which is how fast they need to move for us to see them as a moving , flawless picture ."
6815,people,people,NOUN,,Plur,,,,,0,['people'],[2111],9,9,Plural Noun,so i want to hire someone ( or multiple people ) to transport me to these shows .,So I want to hire someone ( or multiple people ) to transport me to these shows .
6833,parents,parent,NOUN,,Plur,,,,,1,['parents'],[3008],4,4,Plural Noun,how to convince my parents to let me get a ball python ?,How to convince my parents to let me get a Ball python ?
6846,needs,need,VERB,,Sing,3,Pres,,,1,['needs'],[3791],14,14,Third-Person Present Tense Verb,"if you can find a pet at a shelter , or that a friend needs to get rid of because they ' re moving or whatever , you might be able to talk your parents into "" giving it a good home "" where you might not be able to talk them into buying a new pet .","If you can find a pet at a shelter , or that a friend needs to get rid of because they 're moving or whatever , you might be able to talk your parents into "" giving it a good home "" where you might not be able to talk them into buying a new pet ."
6903,into,into,ADP,,,,,,,0,['into'],[2046],27,27,Translative Case,"if i threw him against a wall and still conscious he will run away , do i hang him by the tail so the blood can flush into his skull ?","If I threw him against a wall and still conscious he will run away , do I hang him by the tail so the blood can flush into his skull ?"
6965,people,people,NOUN,,Plur,,,,,0,['people'],[2111],11,11,Plural Noun,"and every time he see some one he will rush to people and jump on them , does n ' t listen to me .","And every time he see some one he will rush to people and jump on them , does n't listen to me ."
6988,swivels,swivel,VERB,,Sing,3,Pres,,,1,"['sw', '##ive', '##ls']","[25430, 3512, 4877]",2,4,Third-Person Present Tense Verb,"when he sw ##ive ##ls his head to go for it anyway , tell him sharp "" uh uh "" gently correct him with a small tug and continue your walk .","When he swivels his head to go for it anyway , tell him sharp "" UH UH "" gently correct him with a small tug and continue your walk ."
7018,treats,treat,NOUN,,Plur,,,,,1,['treats'],[18452],6,6,Plural Noun,why do nt you get some treats that he loves and only give him them when he does something right .,why do nt you get some treats that he loves and only give him them when he does something right .
7039,means,mean,VERB,,Sing,3,Pres,,,1,['means'],[2965],8,8,Third-Person Present Tense Verb,"try to train him to heel , which means to walk round you before he needs to go on a leash , and he may do that .","try to train him to heel , which means to walk round you before he needs to go on a leash , and he may do that ."
7067,rodents,rodent,NOUN,,Plur,,,,,1,['rodents'],[28156],14,14,Plural Noun,"so if you lose him , he is easier to find , because smaller rodents just love to escape from their cages .","So if you lose him , he is easier to find , because smaller rodents just LOVE to escape from their cages ."
7090,potatos,potato,NOUN,,Plur,,,,,1,"['potato', '##s']","[14557, 2015]",7,8,Plural Noun,"also they ca n ' t eat potato ##s , they are toxic for them .","Also they ca n't eat potatos , they are toxic for them ."
7103,for,for,ADP,,,,,,,0,['for'],[2005],21,21,Causal-Final Case,"if you keep the cage clean they do n ' t smell and you can buy spray on cl ##ease ##r for them , just massage it into their coat and groom them .","If you keep the cage clean they do n't smell and you can buy spray on cleaser for them , just massage it into their coat and groom them ."
7133,weeks,week,NOUN,,Plur,,,,,1,['weeks'],[3134],14,14,Plural Noun,i do not want to have to bring them back before they are eight weeks old but they are ruining my apartment .,I do not want to have to bring them back before they are eight weeks old but they are ruining my apartment .
7156,takes,take,VERB,,Sing,3,Pres,,,1,['takes'],[3138],4,4,Third-Person Present Tense Verb,for some reason it takes them awhile to learn not to step in po ##op .,For some reason it takes them awhile to learn not to step in poop .
7171,for,for,ADP,,,,,,,0,['for'],[2005],14,14,Causal-Final Case,try to go in there with the right frame of mind and enjoy them for what they are .,Try to go in there with the right frame of mind and enjoy them for what they are .
7190,days,day,NOUN,,Plur,,,,,1,['days'],[2420],37,37,Plural Noun,i did n ' t know that i did n ' t register him in the ridiculous amount of paperwork i had filled out in the hospital and was supposed to go to city hall within 90 days .,I did n't know that I did n't register him in the ridiculous amount of paperwork I had filled out in the hospital and was supposed to go to city hall within 90 days .
7225,copies,copy,NOUN,,Plur,,,,,2,['copies'],[4809],15,15,Plural Noun,"i had to call the office of the registrar general in thunder bay , have copies of the delayed registration form mail ##ed out to me , as they do n ' t have an online area for it yet , fill those out , send them away , then apply for his birth certificate .","I had to call the Office of the Registrar General in Thunder Bay , have copies of the delayed registration form mailed out to me , as they do n't have an online area for it yet , fill those out , send them away , then apply for his birth certificate ."
7278,differences,difference,NOUN,,Plur,,,,,1,['differences'],[5966],4,4,Plural Noun,are there any major differences between them ?,Are there any major differences between them ?
7286,bowls,bowl,NOUN,,Plur,,,,,1,['bowls'],[15220],8,8,Plural Noun,"you will need to get his box and bowls , and whatever blanket and toys are his , and smell like home , and put him in a room .","you will need to get his box and bowls , and whatever blanket and toys are his , and smell like home , and put him in a room ."
7316,for,for,ADP,,,,,,,0,['for'],[2005],9,9,Causal-Final Case,"close the door , and keep him in there for a week .","close the door , and keep him in there for a week ."
7329,for,for,ADP,,,,,,,0,['for'],[2005],3,3,Causal-Final Case,"let him out for half an hour , to explore .","let him out for half an hour , to explore ."
7340,for,for,ADP,,,,,,,0,['for'],[2005],10,10,Causal-Final Case,"extend the time he is out each day , but for the first month , always put him in his room at night , so he feels safe to sleep .","extend the time he is out each day , but for the first month , always put him in his room at night , so he feels safe to sleep ."
7371,tosses,toss,VERB,,Sing,3,Pres,,,2,"['toss', '##es']","[10055, 2229]",1,2,Third-Person Present Tense Verb,she toss ##es me around like it s nothing !,She tosses me around like it s nothing !
